# name	group	subgroup	jane_count
# Generated by tools/emojigen. Do not edit by hand.
ring	Objects	clothing	0
rocket	Travel & Places	transport-air	25
roll_eyes	Smileys & Emotion	face-neutral-skeptical	0
roller_coaster	Travel & Places	place-other	0
rooster	Animals & Nature	animal-bird	0
rose	Animals & Nature	plant-flower	1
rosette	Animals & Nature	plant-flower	0
rotating_light	Travel & Places	transport-ground	2
round_pushpin	Objects	office	0
rowboat	People & Body	person-sport	0
rugby_football	Activities	sport	0
runner	People & Body	person-activity	0
running	People & Body	person-activity	0
running_shirt_with_sash	Activities	sport	0
sa	Symbols	alphanum	0
safety_vest	Objects	clothing	2
sagittarius	Symbols	zodiac	0
sailboat	Travel & Places	transport-water	45
sake	Food & Drink	drink	2
sandal	Objects	clothing	1
santa	People & Body	person-fantasy	0
satellite	Objects	science	6
satisfied	Smileys & Emotion	face-smiling	0
saxophone	Objects	musical-instrument	1
school	Travel & Places	place-building	0
school_satchel	Objects	clothing	0
scissors	Objects	office	1
scorpion	Animals & Nature	animal-bug	0
scorpius	Symbols	zodiac	0
scream	Smileys & Emotion	face-concerned	0
scream_cat	Smileys & Emotion	cat-face	0
scroll	Objects	book-paper	0
seat	Travel & Places	transport-air	3
secret	Symbols	alphanum	0
see_no_evil	Smileys & Emotion	monkey-face	5
seedling	Animals & Nature	plant-other	20
seven	Symbols	keycap	0
shamrock	Animals & Nature	plant-other	0
shaved_ice	Food & Drink	food-sweet	1
sheep	Animals & Nature	animal-mammal	3
shell	Animals & Nature	animal-marine	2
shield	Objects	tool	2
shinto_shrine	Travel & Places	place-religious	0
ship	Travel & Places	transport-water	0
shirt	Objects	clothing	0
shit	Smileys & Emotion	face-costume	0
shoe	Objects	clothing	2
shopping	Objects	clothing	0
shopping_cart	Objects	household	5
shower	Objects	household	9
signal_strength	Symbols	av-symbol	0
six	Symbols	keycap	0
six_pointed_star	Symbols	religion	0
ski	Activities	sport	3
skier	People & Body	person-sport	0
skull	Smileys & Emotion	face-negative	103
skull_and_crossbones	Smileys & Emotion	face-negative	0
sleeping	Smileys & Emotion	face-sleepy	0
sleeping_bed	People & Body	person-resting	0
sleepy	Smileys & Emotion	face-sleepy	0
slightly_frowning_face	Smileys & Emotion	face-concerned	0
slightly_smiling_face	Smileys & Emotion	face-smiling	0
slot_machine	Activities	game	1
small_airplane	Travel & Places	transport-air	1
small_blue_diamond	Symbols	geometric	0
small_orange_diamond	Symbols	geometric	0
small_red_triangle	Symbols	geometric	0
small_red_triangle_down	Symbols	geometric	0
smile	Smileys & Emotion	face-smiling	0
smile_cat	Smileys & Emotion	cat-face	0
smiley	Smileys & Emotion	face-smiling	1
smiley_cat	Smileys & Emotion	cat-face	0
smiling_imp	Smileys & Emotion	face-negative	0
smirk	Smileys & Emotion	face-neutral-skeptical	0
smirk_cat	Smileys & Emotion	cat-face	0
smoking	Objects	other-object	1
snail	Animals & Nature	animal-bug	3
snake	Animals & Nature	animal-reptile	1
snowboarder	People & Body	person-sport	0
snowflake	Travel & Places	sky & weather	2
snowman	Travel & Places	sky & weather	4
snowman_with_snow	Travel & Places	sky & weather	0
sob	Smileys & Emotion	face-concerned	0
soccer	Activities	sport	0
soon	Symbols	arrow	0
sos	Symbols	alphanum	0
sound	Objects	sound	0
space_invader	Smileys & Emotion	face-costume	2
spades	Activities	game	1
spaghetti	Food & Drink	food-asian	0
sparkle	Symbols	other-symbol	0
sparkler	Activities	event	0
sparkling_heart	Smileys & Emotion	heart	0
speak_no_evil	Smileys & Emotion	monkey-face	0
speaker	Objects	sound	0
speaking_head	People & Body	person-symbol	0
speech_balloon	Smileys & Emotion	emotion	3
speedboat	Travel & Places	transport-water	0
spider	Animals & Nature	animal-bug	0
spider_web	Animals & Nature	animal-bug	1
spiral_calendar	Objects	office	0
spiral_notepad	Objects	office	0
stadium	Travel & Places	place-building	0
star	Travel & Places	sky & weather	0
star2	Travel & Places	sky & weather	0
star_and_crescent	Symbols	religion	0
star_of_david	Symbols	religion	0
stars	Travel & Places	sky & weather	0
station	Travel & Places	transport-ground	0
statue_of_liberty	Travel & Places	place-building	0
steam_locomotive	Travel & Places	transport-ground	1
stew	Food & Drink	food-prepared	5
stop_button	Symbols	av-symbol	0
stopwatch	Travel & Places	time	0
straight_ruler	Objects	office	1
strawberry	Food & Drink	food-fruit	0
stuck_out_tongue	Smileys & Emotion	face-tongue	0
stuck_out_tongue_closed_eyes	Smileys & Emotion	face-tongue	0
stuck_out_tongue_winking_eye	Smileys & Emotion	face-tongue	0
studio_microphone	Objects	music	0
sun_behind_large_cloud	Travel & Places	sky & weather	0
sun_behind_rain_cloud	Travel & Places	sky & weather	0
sun_behind_small_cloud	Travel & Places	sky & weather	0
sun_with_face	Travel & Places	sky & weather	0
sunflower	Animals & Nature	plant-flower	0
sunglasses	Smileys & Emotion	face-glasses	1
sunny	Travel & Places	sky & weather	0
sunrise	Travel & Places	place-other	0
sunrise_over_mountains	Travel & Places	place-other	0
surfer	People & Body	person-sport	0
sushi	Food & Drink	food-asian	0
suspension_railway	Travel & Places	transport-air	0
sweat	Smileys & Emotion	face-concerned	0
sweat_drops	Smileys & Emotion	emotion	2
sweat_smile	Smileys & Emotion	face-smiling	0
sweet_potato	Food & Drink	food-asian	0
swimmer	People & Body	person-sport	0
symbols	Symbols	alphanum	0
synagogue	Travel & Places	place-religious	0
syringe	Objects	medical	0
taco	Food & Drink	food-prepared	0
tada	Activities	event	0
tanabata_tree	Activities	event	4
tangerine	Food & Drink	food-fruit	1
taurus	Symbols	zodiac	0
taxi	Travel & Places	transport-ground	0
tea	Food & Drink	drink	340
telephone	Objects	phone	0
telephone_receiver	Objects	phone	0
telescope	Objects	science	0
tennis	Activities	sport	0
tent	Travel & Places	place-other	4
thermometer	Travel & Places	sky & weather	0
thinking	Smileys & Emotion	face-hand	0
thought_balloon	Smileys & Emotion	emotion	0
three	Symbols	keycap	0
thumbsdown	People & Body	hand-fingers-closed	0
thumbsup	People & Body	hand-fingers-closed	0
ticket	Activities	event	1
tickets	Activities	event	0
tiger	Animals & Nature	animal-mammal	9
tiger2	Animals & Nature	animal-mammal	0
timer_clock	Travel & Places	time	0
tipping_hand_person	People & Body	person-gesture	0
tired_face	Smileys & Emotion	face-concerned	0
tm	Symbols	other-symbol	0
toilet	Objects	household	2
tokyo_tower	Travel & Places	place-building	0
tomato	Food & Drink	food-fruit	0
tongue	People & Body	body-parts	1
top	Symbols	arrow	0
tophat	Objects	clothing	2
tornado	Travel & Places	sky & weather	4
trackball	Objects	computer	0
tractor	Travel & Places	transport-ground	0
traffic_light	Travel & Places	transport-ground	0
train	Travel & Places	transport-ground	1
train2	Travel & Places	transport-ground	0
tram	Travel & Places	transport-ground	0
triangular_flag_on_post	Flags	flag	0
triangular_ruler	Objects	office	1
trident	Symbols	other-symbol	0
triumph	Smileys & Emotion	face-negative	1
trolleybus	Travel & Places	transport-ground	1
trophy	Activities	award-medal	0
tropical_drink	Food & Drink	drink	5
tropical_fish	Animals & Nature	animal-marine	0
truck	Travel & Places	transport-ground	8
trumpet	Objects	musical-instrument	0
tshirt	Objects	clothing	0
tulip	Animals & Nature	plant-flower	1
turkey	Animals & Nature	animal-bird	1
turtle	Animals & Nature	animal-reptile	16
tv	Objects	light & video	1
twisted_rightwards_arrows	Symbols	av-symbol	5
two	Symbols	keycap	0
two_hearts	Smileys & Emotion	heart	0
two_men_holding_hands	People & Body	family	0
two_women_holding_hands	People & Body	family	0
u5272	Symbols	alphanum	0
u5408	Symbols	alphanum	0
u55b6	Symbols	alphanum	0
u6307	Symbols	alphanum	0
u6708	Symbols	alphanum	0
u6709	Symbols	alphanum	0
u6e80	Symbols	alphanum	0
u7121	Symbols	alphanum	0
u7533	Symbols	alphanum	0
u7981	Symbols	alphanum	0
u7a7a	Symbols	alphanum	0
umbrella	Travel & Places	sky & weather	3
unamused	Smileys & Emotion	face-neutral-skeptical	0
underage	Symbols	warning	0
unicorn	Animals & Nature	animal-mammal	0
unlock	Objects	lock	1
up	Symbols	alphanum	0
upside_down_face	Smileys & Emotion	face-smiling	0
v	People & Body	hand-fingers-partial	0
vertical_traffic_light	Travel & Places	transport-ground	1
vhs	Objects	light & video	3
vibration_mode	Symbols	av-symbol	0
video_camera	Objects	light & video	0
video_game	Activities	game	0
violin	Objects	musical-instrument	3
virgo	Symbols	zodiac	0
volcano	Travel & Places	place-geographic	290
volleyball	Activities	sport	0
vs	Symbols	alphanum	0
vulcan_salute	People & Body	hand-fingers-open	0
walking	People & Body	person-activity	0
waning_crescent_moon	Travel & Places	sky & weather	0
waning_gibbous_moon	Travel & Places	sky & weather	0
warning	Symbols	warning	0
wastebasket	Objects	office	1
watch	Travel & Places	time	2
water_buffalo	Animals & Nature	animal-mammal	1
watermelon	Food & Drink	food-fruit	0
wave	People & Body	hand-fingers-open	0
wavy_dash	Symbols	punctuation	0
waxing_crescent_moon	Travel & Places	sky & weather	1
waxing_gibbous_moon	Travel & Places	sky & weather	0
wc	Symbols	transport-sign	0
weary	Smileys & Emotion	face-concerned	0
wedding	Travel & Places	place-building	0
weight_lifting	People & Body	person-sport	1
whale	Animals & Nature	animal-marine	24
whale2	Animals & Nature	animal-marine	18
wheel_of_dharma	Symbols	religion	0
wheelchair	Symbols	transport-sign	0
white_check_mark	Symbols	other-symbol	119
white_circle	Symbols	geometric	0
white_flag	Flags	flag	0
white_flower	Animals & Nature	plant-flower	0
white_large_square	Symbols	geometric	0
white_medium_small_square	Symbols	geometric	0
white_medium_square	Symbols	geometric	0
white_small_square	Symbols	geometric	0
white_square_button	Symbols	geometric	0
wind_chime	Activities	event	4
wind_face	Travel & Places	sky & weather	0
wine_glass	Food & Drink	drink	1
wink	Smileys & Emotion	face-smiling	0
wolf	Animals & Nature	animal-mammal	1
woman	People & Body	person	0
woman_dancing	People & Body	person-activity	0
womans_clothes	Objects	clothing	0
womans_hat	Objects	clothing	0
womens	Symbols	transport-sign	0
world_map	Travel & Places	place-map	0
worried	Smileys & Emotion	face-concerned	0
wrench	Objects	tool	538
writing_hand	People & Body	hand-prop	0
x	Symbols	other-symbol	0
yellow_heart	Smileys & Emotion	heart	0
yen	Objects	money	2
yin_yang	Symbols	religion	0
yum	Smileys & Emotion	face-tongue	0
zap	Travel & Places	sky & weather	44
zero	Symbols	keycap	0
zipper_mouth_face	Smileys & Emotion	face-neutral-skeptical	1
zzz	Smileys & Emotion	emotion	0
